brand,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
VW,T-Roc,2017,14590,Semi-Auto,36216,Petrol,145,50.1,1.6
VW,Polo,2018,14060,Manual,19432,Petrol,145,63.6,1.4
VW,Golf,2016,12800,Automatic,44116,Petrol,145,45.3,1.2
VW,Golf,2017,13790,Semi-Auto,32122,Petrol,145,58.2,1.6
VW,Tiguan,2016,12570,Manual,29381,Diesel,20,70.9,1.6
VW,Passat,2016,14360,Manual,38373,Petrol,145,58.2,1.0
VW,Passat,2016,10590,Manual,37295,Petrol,30,50.8,1.2
VW,Polo,2019,18800,Manual,6620,Petrol,145,38.8,2.0
VW,Golf,2018,16990,Semi-Auto,21921,Petrol,145,50.8,1.4
VW,Tiguan,2019,19010,Manual,6204,Petrol,145,49.4,1.0
VW,T-Roc,2019,20320,Manual,6332,Petrol,145,51.6,1.4
VW,Tiguan,2017,13870,Manual,39550,Petrol,145,41.5,1.6
VW,Golf,2013,9320,Semi-Auto,71469,Petrol,150,46.8,1.4
VW,Passat,2018,16590,Automatic,20612,Diesel,145,62.8,1.2
VW,T-Roc,2017,13910,Semi-Auto,36414,Petrol,145,41.4,1.4
VW,Polo,2013,8270,Semi-Auto,60407,Petrol,20,44.1,1.6
VW,Polo,2018,17940,Manual,15337,Diesel,145,61.3,1.6
VW,Tiguan,2018,16120,Manual,29028,Diesel,145,59.4,1.0
VW,T-Roc,2016,11560,Manual,46929,Diesel,20,58.8,2.0
VW,Polo,2017,16150,Automatic,27990,Hybrid,135,73.4,1.6
VW,Passat,2019,22960,Manual,13622,Diesel,145,68.0,1.4
VW,Golf,2018,16860,Manual,26338,Diesel,145,53.2,1.0
VW,Polo,2016,12200,Manual,40362,Diesel,205,55.7,1.0
VW,Golf,2018,15730,Manual,28909,Diesel,145,54.1,2.0
VW,Tiguan,2018,17960,Manual,25352,Diesel,145,61.5,1.4
VW,Tiguan,2020,23160,Manual,5824,Diesel,145,73.3,2.0
VW,Golf,2016,11970,Automatic,35432,Diesel,145,63.3,1.4
VW,Golf,2014,9420,Semi-Auto,57434,Petrol,150,52.6,2.0
VW,T-Roc,2013,7510,Manual,61170,Diesel,145,65.8,1.4
VW,Passat,2015,10790,Manual,64274,Diesel,30,67.8,1.6
VW,Polo,2015,11310,Automatic,49087,Petrol,125,44.6,1.0
VW,Tiguan,2017,15620,Manual,22586,Diesel,145,66.7,1.2
VW,Tiguan,2017,16080,Manual,27191,Diesel,145,68.8,2.0
VW,T-Roc,2017,15770,Manual,20912,Diesel,145,55.1,1.0
VW,T-Roc,2017,15060,Manual,34395,Hybrid,135,69.5,1.2
VW,Polo,2016,11630,Manual,34579,Petrol,205,40.9,1.4
VW,Tiguan,2018,18650,Manual,18944,Petrol,145,47.6,1.0
VW,Tiguan,2016,12600,Automatic,44714,Diesel,30,54.8,1.4
VW,Passat,2018,18700,Automatic,28745,Petrol,145,38.4,1.4
VW,Polo,2013,8200,Semi-Auto,61344,Diesel,145,66.3,1.0
VW,Polo,2018,17990,Automatic,16185,Petrol,145,55.2,1.0
VW,Golf,2018,19210,Manual,28225,Hybrid,135,75.4,1.6
VW,Golf,2018,16790,Manual,26897,Petrol,145,56.8,1.2
VW,T-Roc,2013,7670,Manual,61038,Petrol,150,42.4,1.4
VW,Golf,2019,19110,Automatic,15773,Petrol,145,57.6,1.6
VW,Polo,2016,11620,Manual,37025,Diesel,125,56.6,1.4
VW,T-Roc,2018,18520,Manual,19035,Diesel,145,69.5,1.2
VW,Passat,2018,17820,Manual,20905,Petrol,145,54.3,1.0
VW,Polo,2017,15790,Manual,31433,Petrol,145,71.6,2.0
VW,Passat,2017,14000,Manual,34472,Petrol,145,48.8,1.0
VW,Polo,2020,24220,Manual,4210,Petrol,145,47.8,1.4
VW,Tiguan,2014,9810,Semi-Auto,61105,Petrol,150,48.2,1.2
VW,T-Roc,2014,9320,Manual,53913,Diesel,30,54.4,1.4
VW,Passat,2019,17230,Automatic,17802,Petrol,145,51.8,1.0
VW,Polo,2014,10100,Manual,56457,Petrol,125,35.0,1.2
VW,Passat,2014,9670,Manual,53215,Diesel,125,63.5,1.0
VW,Golf,2016,13020,Automatic,39265,Diesel,30,51.2,1.6
VW,Golf,2017,17310,Automatic,30554,Hybrid,135,65.2,2.0
VW,Golf,2019,19930,Automatic,23931,Diesel,145,58.5,1.4
VW,Golf,2016,12060,Manual,33194,Petrol,125,54.2,1.4
VW,Tiguan,2019,18670,Automatic,10881,Petrol,145,39.4,1.4
VW,Passat,2018,14630,Manual,31291,Petrol,145,35.0,1.4
VW,Polo,2019,21440,Manual,7517,Petrol,145,58.6,1.0
VW,Golf,2018,17320,Automatic,27953,Petrol,145,53.7,2.0
VW,Tiguan,2020,20120,Manual,12819,Petrol,145,45.4,1.6
VW,Tiguan,2017,14460,Manual,41187,Petrol,145,57.7,1.0
VW,Polo,2017,14490,Manual,27639,Hybrid,135,85.6,1.6
VW,T-Roc,2016,11870,Semi-Auto,34446,Diesel,125,62.7,1.2
VW,Golf,2017,12410,Semi-Auto,33302,Diesel,145,68.6,1.2
VW,Polo,2017,15240,Automatic,36625,Petrol,145,48.4,1.6
VW,Tiguan,2020,24120,Manual,9991,Petrol,145,55.1,1.2
Vauxhall,Insignia,2019,13000,Manual,12295,Petrol,145,60.1,1.2
Vauxhall,Insignia,2014,6280,Automatic,54827,Petrol,150,41.7,1.2
Vauxhall,Insignia,2017,9110,Automatic,29603,Petrol,145,40.2,1.0
Vauxhall,Astra,2019,13760,Manual,12894,Petrol,145,50.1,1.2
Vauxhall,Mokka X,2020,14210,Manual,5321,Diesel,145,64.7,1.2
Vauxhall,Insignia,2020,15500,Manual,13686,Petrol,145,40.6,1.4
Vauxhall,Insignia,2016,8600,Manual,43847,Petrol,150,52.8,1.4
Vauxhall,Corsa,2014,6590,Manual,61869,Petrol,0,57.2,1.2
Vauxhall,Corsa,2019,13930,Manual,12210,Diesel,145,67.0,1.6
Vauxhall,Astra,2016,8910,Manual,46697,Petrol,30,56.0,1.2
Vauxhall,Astra,2014,6340,Manual,58097,Petrol,20,52.4,2.0
Vauxhall,Corsa,2016,8560,Manual,42647,Diesel,125,76.2,1.4
Vauxhall,Insignia,2016,8620,Manual,34701,Petrol,125,53.1,1.0
Vauxhall,Corsa,2015,8280,Manual,44458,Petrol,30,40.3,1.4
Vauxhall,Insignia,2016,9480,Manual,43533,Petrol,145,54.5,1.2
Vauxhall,Insignia,2013,6180,Manual,54409,Petrol,20,48.1,1.6
Vauxhall,Corsa,2017,11640,Automatic,25741,Petrol,145,43.5,1.6
Vauxhall,Astra,2019,12910,Semi-Auto,20148,Petrol,145,48.2,1.6
Vauxhall,Insignia,2019,13370,Semi-Auto,6196,Petrol,145,48.1,1.4
Vauxhall,Insignia,2015,8110,Automatic,55120,Diesel,30,67.0,1.0
Vauxhall,Insignia,2019,13820,Manual,12319,Hybrid,135,72.1,1.2
Vauxhall,Insignia,2014,6410,Manual,55171,Petrol,30,51.0,1.2
Vauxhall,Corsa,2020,17650,Manual,8219,Diesel,145,66.3,1.6
Vauxhall,Mokka X,2016,8210,Semi-Auto,42188,Petrol,145,41.5,1.6
Vauxhall,Insignia,2017,10860,Semi-Auto,38025,Hybrid,135,62.7,1.6
Vauxhall,Astra,2016,7740,Manual,38188,Petrol,30,44.8,1.2
Vauxhall,Mokka X,2016,9000,Automatic,37823,Diesel,145,65.3,1.4
Vauxhall,Corsa,2013,5910,Manual,60300,Diesel,20,64.0,1.4
Vauxhall,Astra,2020,16870,Manual,10243,Diesel,145,66.4,1.2
Vauxhall,Mokka X,2016,8240,Automatic,42957,Petrol,125,46.6,1.6
Vauxhall,Astra,2017,8610,Manual,27992,Petrol,145,69.6,1.4
Vauxhall,Insignia,2016,8450,Automatic,35101,Petrol,30,55.3,1.4
Vauxhall,Astra,2018,9860,Manual,21006,Petrol,145,55.3,1.2
Vauxhall,Mokka X,2016,8750,Manual,45533,Diesel,145,58.9,1.4
Vauxhall,Astra,2013,5070,Manual,67603,Diesel,125,61.5,1.4
Vauxhall,Insignia,2016,9930,Semi-Auto,33901,Diesel,30,62.3,2.0
Vauxhall,Astra,2013,5380,Automatic,61977,Petrol,125,48.8,2.0
Vauxhall,Corsa,2020,15080,Manual,4825,Petrol,145,56.9,1.4
Vauxhall,Mokka X,2016,8830,Manual,39975,Diesel,150,58.3,1.4
Vauxhall,Corsa,2018,13010,Manual,18073,Petrol,145,56.7,2.0
Vauxhall,Astra,2016,8410,Manual,37941,Diesel,145,63.6,1.2
Vauxhall,Mokka X,2016,9570,Manual,38121,Diesel,150,61.0,2.0
Vauxhall,Mokka X,2017,11570,Manual,22994,Diesel,145,45.7,1.4
Vauxhall,Astra,2014,6070,Automatic,51640,Diesel,20,62.6,1.2
Vauxhall,Astra,2014,6590,Semi-Auto,56156,Diesel,150,53.7,1.0
Vauxhall,Corsa,2020,15960,Manual,7395,Petrol,145,42.8,1.2
Vauxhall,Insignia,2016,8420,Manual,32067,Petrol,20,40.9,1.0
Vauxhall,Mokka X,2015,6930,Manual,49380,Diesel,125,59.1,1.0
Vauxhall,Insignia,2017,9210,Manual,23914,Petrol,145,38.8,2.0
Vauxhall,Astra,2020,18030,Manual,6865,Hybrid,135,70.4,1.0
Vauxhall,Mokka X,2017,8890,Semi-Auto,21828,Petrol,145,67.0,1.4
Vauxhall,Insignia,2017,10120,Manual,29257,Petrol,145,52.3,1.0
Vauxhall,Corsa,2017,10460,Automatic,34262,Petrol,145,40.0,1.0
Vauxhall,Astra,2020,15540,Manual,7032,Petrol,145,53.3,1.4
Vauxhall,Astra,2016,7980,Manual,39733,Petrol,150,49.6,1.6
Vauxhall,Mokka X,2019,13200,Manual,13379,Petrol,145,50.2,1.6
Vauxhall,Astra,2020,16760,Automatic,10507,Petrol,145,53.6,2.0
Vauxhall,Corsa,2019,12310,Manual,8128,Diesel,145,63.5,1.2
Vauxhall,Astra,2018,11330,Manual,18424,Petrol,145,55.4,1.0
Vauxhall,Mokka X,2018,10610,Manual,14577,Petrol,145,58.4,1.2
Vauxhall,Astra,2017,10520,Manual,24912,Petrol,145,57.1,1.6
Vauxhall,Insignia,2015,7540,Automatic,48992,Diesel,145,59.8,1.2
Vauxhall,Mokka X,2018,11820,Automatic,17490,Petrol,145,62.1,2.0
Vauxhall,Astra,2016,8470,Automatic,44421,Petrol,30,40.5,2.0
Vauxhall,Insignia,2016,9110,Semi-Auto,33793,Petrol,30,41.4,1.0
Vauxhall,Corsa,2017,9990,Manual,26614,Petrol,145,48.8,1.4
Vauxhall,Insignia,2013,5090,Automatic,64427,Petrol,30,46.0,1.0
Vauxhall,Corsa,2017,10640,Manual,30054,Hybrid,135,74.6,1.2
Vauxhall,Astra,2017,9740,Semi-Auto,35361,Petrol,145,57.4,1.4
